farmer_id,gender,age,state,education_level,years_farming_experience,owns_smartphone,has_bank_account,has_formal_id,belongs_to_cooperative,distance_to_market_km,distance_to_bank_km,has_off_farm_income,has_prior_loan,utility_bill_payment_score,mobile_money_activity_score,land_ownership_status,irrigation_access,has_weather_insurance,has_storage_facility,uses_improved_seeds,uses_fertilizer,digital_footprint_score,loan_repayment_history,region,primary_crop,farm_size_hectares,yield_tons_per_hectare,total_production_tons,crop_price_per_ton,annual_farm_revenue,annual_off_farm_income,total_annual_income,annual_farm_expenses,farm_profit,total_profit,loan_amount,loan_repayment_rate,loan_purpose,credit_score,creditworthiness,max_recommended_loan,suitable_loan_products,default_probability,profile_summary
NGF000011,Male,19,Ondo,Secondary,15,True,True,True,False,45.13974492631955,24.539028929820446,False,False,7,5,Family Owned,False,False,False,True,False,3,Poor,South West,Vegetables,1.48,21.9,32.412,300000,9723600.0,0.0,9723600.0,396000.0,9327600.0,9327600.0,0.0,0.0,None,688,Good,12197000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0647,"Male farmer, age 19, from Ondo state. He has 15 years of farming experience with Secondary education. Primarily grows Vegetables on 1.48 hectares. Annual farm revenue: ₦9,723,600. No prior formal loan history. Credit assessment: good creditworthiness with a score of 688."
NGF000012,Female,39,Rivers,Tertiary,4,False,True,True,False,48.499144259904845,51.479207118259616,False,True,2,5,Family Owned,False,False,False,True,True,4,None,South South,Rubber,3.64,2.51,9.1364,600000,5481840.0,0.0,5481840.0,1206000.0,4275840.0,4275840.0,864000.0,0.78,Labor,673,Good,6685000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0906,"Female farmer, age 39, from Rivers state. She has 4 years of farming experience with Tertiary education. Primarily grows Rubber on 3.64 hectares. Annual farm revenue: ₦5,481,840. Has prior loan experience with none repayment history. Credit assessment: good creditworthiness with a score of 673."
NGF000013,Female,33,Delta,Tertiary,11,True,True,True,False,11.61497785025026,65.29552950967185,False,False,10,9,Family Owned,False,False,False,False,False,4,Excellent,South South,Cocoa,0.99,0.75,0.7424999999999999,1200000,890999.9999999999,0.0,890999.9999999999,294000.0,596999.9999999999,596999.9999999999,0.0,0.0,None,729,Excellent,1300000.0,"Input Finance, Working Capital, Land Acquisition, Processing Equipment",0.059,"Female farmer, age 33, from Delta state. She has 11 years of farming experience with Tertiary education. Primarily grows Cocoa on 0.99 hectares. Annual farm revenue: ₦891,000. No prior formal loan history. Credit assessment: excellent creditworthiness with a score of 729."
NGF000014,Male,35,Sokoto,Tertiary,5,False,True,False,False,37.695999873785915,68.22833872112756,True,False,10,5,Leased,False,False,False,True,False,2,None,North West,Millet,1.69,2.24,3.7856,160000,605696.0,429000.0,1034696.0,196000.0,409696.0,838696.0,0.0,0.0,None,678,Good,954000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0541,"Male farmer, age 35, from Sokoto state. He has 5 years of farming experience with Tertiary education. Primarily grows Millet on 1.69 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦605,696. No prior formal loan history. Credit assessment: good creditworthiness with a score of 678."
NGF000015,Male,22,Borno,Secondary,12,True,True,True,False,46.39215198657096,66.26098429251091,True,True,2,8,Leased,False,False,False,True,True,3,None,North East,Maize,5.33,2.83,15.0839,180000,2715102.0,349000.0,3064102.0,835000.0,1880102.0,2229102.0,1033000.0,0.85,Storage,749,Excellent,4281000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance",0.0281,"Male farmer, age 22, from Borno state. He has 12 years of farming experience with Secondary education. Primarily grows Maize on 5.33 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦2,715,102. Has prior loan experience with none repayment history. Credit assessment: excellent creditworthiness with a score of 749."
NGF000016,Male,39,Zamfara,No Formal Education,1,True,False,False,False,5.477096231622364,61.67742753235179,False,False,6,3,Community Land,False,False,True,True,False,8,None,North West,Rice,3.33,2.25,7.4925,300000,2247750.0,0.0,2247750.0,733000.0,1514750.0,1514750.0,0.0,0.0,None,548,Poor,572000.0,"Crop Insurance, Digital Finance Solutions",0.1394,"Male farmer, age 39, from Zamfara state. He has 1 years of farming experience with No Formal Education education. Primarily grows Rice on 3.33 hectares. Annual farm revenue: ₦2,247,750. No prior formal loan history. Credit assessment: poor creditworthiness with a score of 548."
NGF000017,Male,21,Rivers,Primary,11,False,True,False,False,21.28715681597106,69.37743879362354,True,False,2,6,Owned,False,False,True,False,False,9,Poor,South South,Cassava,2.0,11.32,22.64,100000,2264000.0,145000.0,2409000.0,197000.0,2067000.0,2212000.0,0.0,0.0,None,672,Good,2671000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0524,"Male farmer, age 21, from Rivers state. He has 11 years of farming experience with Primary education. Primarily grows Cassava on 2.0 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦2,264,000. No prior formal loan history. Credit assessment: good creditworthiness with a score of 672."
NGF000018,Male,30,Bayelsa,Secondary,11,True,False,False,False,46.05107857673614,26.940255151580285,True,False,10,2,Owned,False,False,False,True,True,2,None,South South,Cassava,3.27,18.58,60.75659999999999,100000,6075659.999999999,296000.0,6371659.999999999,392000.0,5683659.999999999,5979659.999999999,0.0,0.0,None,699,Good,8051000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0368,"Male farmer, age 30, from Bayelsa state. He has 11 years of farming experience with Secondary education. Primarily grows Cassava on 3.27 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦6,075,660. No prior formal loan history. Credit assessment: good creditworthiness with a score of 699."
NGF000019,Male,36,Kaduna,Primary,6,True,False,True,False,10.936587414486675,66.43417107991074,False,False,1,9,Family Owned,False,False,False,True,False,6,Excellent,North West,Millet,2.58,1.53,3.9474,160000,631584.0,0.0,631584.0,297000.0,334584.0,334584.0,0.0,0.0,None,615,Fair,439000.0,"Input Finance, Equipment Loan, Working Capital, Crop Insurance, Digital Finance Solutions",0.1134,"Male farmer, age 36, from Kaduna state. He has 6 years of farming experience with Primary education. Primarily grows Millet on 2.58 hectares. Annual farm revenue: ₦631,584. No prior formal loan history. Credit assessment: fair creditworthiness with a score of 615."
NGF000020,Male,40,Plateau,No Formal Education,7,True,False,True,True,46.754273505604246,53.510377405317904,False,True,3,6,Leased,False,True,False,False,True,1,None,North Central,Rice,3.4,2.2,7.48,300000,2244000.0,0.0,2244000.0,711000.0,1533000.0,1533000.0,840000.0,0.84,Processing,655,Good,2649000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0622,"Male farmer, age 40, from Plateau state. He has 7 years of farming experience with No Formal Education education. Primarily grows Rice on 3.4 hectares. He is a member of a farming cooperative. Annual farm revenue: ₦2,244,000. Has prior loan experience with none repayment history. Credit assessment: good creditworthiness with a score of 655."
NGF000021,Male,19,Niger,Secondary,8,True,False,True,True,26.832411483301144,12.6237303074305,True,False,1,5,Family Owned,True,True,False,False,True,4,None,North Central,Rice,1.62,4.2,6.804000000000001,300000,2041200.0000000002,230000.0,2271200.0,404000.0,1637200.0000000002,1867200.0,0.0,0.0,None,742,Excellent,3111000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance",0.0205,"Male farmer, age 19, from Niger state. He has 8 years of farming experience with Secondary education. Primarily grows Rice on 1.62 hectares. He is a member of a farming cooperative. He has additional income sources beyond farming. Annual farm revenue: ₦2,041,200. No prior formal loan history. Credit assessment: excellent creditworthiness with a score of 742."
NGF000022,Male,30,Abia,No Formal Education,15,False,False,False,False,5.894761044340228,4.13709796352696,True,False,6,9,Family Owned,False,False,False,False,True,9,None,South East,Vegetables,1.92,20.59,39.5328,300000,11859840.0,89000.0,11948840.0,514000.0,11345840.0,11434840.0,0.0,0.0,None,663,Good,13148000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0414,"Male farmer, age 30, from Abia state. He has 15 years of farming experience with No Formal Education education. Primarily grows Vegetables on 1.92 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦11,859,840. No prior formal loan history. Credit assessment: good creditworthiness with a score of 663."
NGF000023,Male,28,Rivers,Secondary,2,True,True,False,False,23.043988521020236,15.799393093052236,False,False,4,1,Leased,False,True,False,False,False,1,None,South South,Cocoa,3.02,0.59,1.7817999999999998,1200000,2138160.0,0.0,2138160.0,971000.0,1167160.0,1167160.0,0.0,0.0,None,593,Needs Improvement,1049000.0,"Input Finance, Crop Insurance",0.1123,"Male farmer, age 28, from Rivers state. He has 2 years of farming experience with Secondary education. Primarily grows Cocoa on 3.02 hectares. Annual farm revenue: ₦2,138,160. No prior formal loan history. Credit assessment: needs improvement creditworthiness with a score of 593."
NGF000024,Male,39,Plateau,No Formal Education,15,True,False,True,False,16.986798577886244,54.733827575846206,True,False,2,3,Leased,False,False,False,True,False,3,None,North Central,Maize,1.78,2.45,4.361000000000001,180000,784980.0000000001,79000.0,863980.0000000001,223000.0,561980.0000000001,640980.0000000001,0.0,0.0,None,613,Fair,632000.0,"Input Finance, Equipment Loan, Working Capital, Crop Insurance",0.0689,"Male farmer, age 39, from Plateau state. He has 15 years of farming experience with No Formal Education education. Primarily grows Maize on 1.78 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦784,980. No prior formal loan history. Credit assessment: fair creditworthiness with a score of 613."
NGF000025,Male,21,Bauchi,Secondary,15,True,False,False,False,14.828003867038607,44.587084804586006,False,True,7,2,Leased,False,False,False,True,True,7,None,North East,Maize,6.64,3.74,24.8336,180000,4470048.0,0.0,4470048.0,943000.0,3527048.0,3527048.0,996000.0,0.92,Labor,685,Good,5166000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0602,"Male farmer, age 21, from Bauchi state. He has 15 years of farming experience with Secondary education. Primarily grows Maize on 6.64 hectares. Annual farm revenue: ₦4,470,048. Has prior loan experience with none repayment history. Credit assessment: good creditworthiness with a score of 685."
NGF000026,Female,39,Imo,Secondary,7,True,False,True,True,27.532303206050504,16.48058175692128,True,False,7,9,Family Owned,False,False,True,True,False,8,None,South East,Yam,0.37,9.28,3.4335999999999998,250000,858399.9999999999,323000.0,1181400.0,73000.0,785399.9999999999,1108400.0,0.0,0.0,None,768,Excellent,1677000.0,"Input Finance, Working Capital, Land Acquisition, Processing Equipment, Digital Finance Solutions",0.0227,"Female farmer, age 39, from Imo state. She has 7 years of farming experience with Secondary education. Primarily grows Yam on 0.37 hectares. She is a member of a farming cooperative. She has additional income sources beyond farming. Annual farm revenue: ₦858,400. No prior formal loan history. Credit assessment: excellent creditworthiness with a score of 768."
NGF000027,Male,37,Borno,No Formal Education,6,False,True,True,True,24.696041846841634,52.19258035852379,False,True,8,6,Family Owned,False,False,False,False,True,7,None,North East,Rice,6.05,2.84,17.182,300000,5154600.0,0.0,5154600.0,1503000.0,3651600.0,3651600.0,1105000.0,0.81,Irrigation,690,Good,5772000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0629,"Male farmer, age 37, from Borno state. He has 6 years of farming experience with No Formal Education education. Primarily grows Rice on 6.05 hectares. He is a member of a farming cooperative. Annual farm revenue: ₦5,154,600. Has prior loan experience with none repayment history. Credit assessment: good creditworthiness with a score of 690."
NGF000028,Male,37,Sokoto,Secondary,9,False,True,True,False,24.616390821384506,10.751234521236006,True,False,7,6,Family Owned,True,False,False,False,True,7,None,North West,Cotton,7.11,1.65,11.7315,500000,5865750.0,225000.0,6090750.0,1609000.0,4256750.0,4481750.0,0.0,0.0,None,747,Excellent,7698000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance",0.0256,"Male farmer, age 37, from Sokoto state. He has 9 years of farming experience with Secondary education. Primarily grows Cotton on 7.11 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦5,865,750. No prior formal loan history. Credit assessment: excellent creditworthiness with a score of 747."
NGF000029,Male,32,Cross River,Secondary,15,False,False,True,False,5.318944824052649,57.70705617624992,True,False,1,5,Family Owned,True,False,True,False,False,6,None,South South,Rubber,1.22,2.16,2.6352,600000,1581120.0000000002,311000.0,1892120.0000000002,357000.0,1224120.0000000002,1535120.0000000002,0.0,0.0,None,678,Good,1985000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance",0.0435,"Male farmer, age 32, from Cross River state. He has 15 years of farming experience with Secondary education. Primarily grows Rubber on 1.22 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦1,581,120. No prior formal loan history. Credit assessment: good creditworthiness with a score of 678."
NGF000030,Male,21,Kogi,Primary,8,True,False,True,False,40.31359087032969,55.797107341980514,True,True,3,4,Owned,False,True,False,True,True,7,None,North Central,Sorghum,3.23,2.21,7.1383,170000,1213511.0,124000.0,1337511.0,490000.0,723511.0,847511.0,510000.0,0.92,Transport,741,Excellent,1531000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0273,"Male farmer, age 21, from Kogi state. He has 8 years of farming experience with Primary education. Primarily grows Sorghum on 3.23 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦1,213,511. Has prior loan experience with none repayment history. Credit assessment: excellent creditworthiness with a score of 741."
NGF000031,Male,26,Taraba,Primary,14,True,False,True,True,24.590526452433966,68.10774197871734,True,False,1,4,Owned,False,False,False,False,False,7,Good,North East,Cowpea,1.97,1.08,2.1276,350000,744660.0,190000.0,934660.0,256000.0,488660.0,678660.0,0.0,0.0,None,676,Good,923000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0464,"Male farmer, age 26, from Taraba state. He has 14 years of farming experience with Primary education. Primarily grows Cowpea on 1.97 hectares. He is a member of a farming cooperative. He has additional income sources beyond farming. Annual farm revenue: ₦744,660. No prior formal loan history. Credit assessment: good creditworthiness with a score of 676."
NGF000032,Male,24,Benue,Primary,11,True,True,False,False,41.224385606391834,11.36928995942295,True,False,2,2,Family Owned,False,False,False,False,False,9,Poor,North Central,Rice,2.26,2.17,4.9041999999999994,300000,1471259.9999999998,158000.0,1629259.9999999998,427000.0,1044259.9999999998,1202259.9999999998,0.0,0.0,None,654,Good,1693000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0555,"Male farmer, age 24, from Benue state. He has 11 years of farming experience with Primary education. Primarily grows Rice on 2.26 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦1,471,260. No prior formal loan history. Credit assessment: good creditworthiness with a score of 654."
NGF000033,Male,36,FCT,Secondary,14,False,True,False,True,41.405137435996565,63.55629661460742,True,False,1,7,Leased,False,False,True,True,True,9,None,North Central,Cassava,3.41,20.72,70.6552,100000,7065519.999999999,225000.0,7290519.999999999,398000.0,6667519.999999999,6892519.999999999,0.0,0.0,None,729,Excellent,11281000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance",0.0293,"Male farmer, age 36, from FCT state. He has 14 years of farming experience with Secondary education. Primarily grows Cassava on 3.41 hectares. He is a member of a farming cooperative. He has additional income sources beyond farming. Annual farm revenue: ₦7,065,520. No prior formal loan history. Credit assessment: excellent creditworthiness with a score of 729."
NGF000034,Female,36,Kano,Secondary,15,True,True,True,False,16.539630917554117,24.536083796806857,False,False,9,6,Family Owned,False,True,True,False,False,10,None,North West,Groundnut,6.44,1.09,7.0196000000000005,400000,2807840.0,0.0,2807840.0,934000.0,1873840.0,1873840.0,0.0,0.0,None,755,Excellent,4071000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0335,"Female farmer, age 36, from Kano state. She has 15 years of farming experience with Secondary education. Primarily grows Groundnut on 6.44 hectares. Annual farm revenue: ₦2,807,840. No prior formal loan history. Credit assessment: excellent creditworthiness with a score of 755."
NGF000035,Female,23,Lagos,No Formal Education,4,True,True,False,False,1.2129688865730057,29.708130670876503,True,True,7,3,Community Land,False,False,True,True,True,10,None,South West,Maize,4.07,2.17,8.831900000000001,180000,1589742.0000000002,94000.0,1683742.0000000002,645000.0,944742.0000000002,1038742.0000000002,427000.0,0.75,Processing,692,Good,1874000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0437,"Female farmer, age 23, from Lagos state. She has 4 years of farming experience with No Formal Education education. Primarily grows Maize on 4.07 hectares. She has additional income sources beyond farming. Annual farm revenue: ₦1,589,742. Has prior loan experience with none repayment history. Credit assessment: good creditworthiness with a score of 692."
NGF000036,Female,23,Akwa Ibom,Secondary,14,False,True,True,False,45.6510381954478,33.32270933918709,False,True,9,7,Leased,True,False,False,True,False,10,None,South South,Cassava,1.34,19.65,26.331,100000,2633100.0,0.0,2633100.0,144000.0,2489100.0,2489100.0,634000.0,0.86,Land Expansion,753,Excellent,4097000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance",0.0367,"Female farmer, age 23, from Akwa Ibom state. She has 14 years of farming experience with Secondary education. Primarily grows Cassava on 1.34 hectares. Annual farm revenue: ₦2,633,100. Has prior loan experience with none repayment history. Credit assessment: excellent creditworthiness with a score of 753."
NGF000037,Male,37,Kwara,Primary,13,True,True,True,False,38.274039961225775,44.25637967097635,True,True,8,9,Leased,False,False,True,False,True,8,None,North Central,Cowpea,2.24,1.3,2.9120000000000004,350000,1019200.0000000001,180000.0,1199200.0,331000.0,688200.0000000001,868200.0,373000.0,0.94,Labor,794,Excellent,1683000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0129,"Male farmer, age 37, from Kwara state. He has 13 years of farming experience with Primary education. Primarily grows Cowpea on 2.24 hectares. He has additional income sources beyond farming. Annual farm revenue: ₦1,019,200. Has prior loan experience with none repayment history. Credit assessment: excellent creditworthiness with a score of 794."
NGF000038,Male,32,Sokoto,Secondary,9,True,True,False,False,6.255345884350084,69.63867253814495,False,True,10,10,Owned,False,False,False,False,True,9,None,North West,Sorghum,2.54,2.16,5.486400000000001,170000,932688.0000000001,0.0,932688.0000000001,343000.0,589688.0000000001,589688.0000000001,290000.0,0.78,Labor,758,Excellent,1315000.0,"Input Finance, Equipment Loan, Working Capital, Land Acquisition, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0415,"Male farmer, age 32, from Sokoto state. He has 9 years of farming experience with Secondary education. Primarily grows Sorghum on 2.54 hectares. Annual farm revenue: ₦932,688. Has prior loan experience with none repayment history. Credit assessment: excellent creditworthiness with a score of 758."
NGF000039,Female,32,Kebbi,Primary,1,True,True,False,True,35.384624666151964,42.39715741081109,False,False,2,1,Owned,True,False,True,True,True,6,None,North West,Cotton,5.39,1.67,9.001299999999999,500000,4500649.999999999,0.0,4500649.999999999,1503000.0,2997649.999999999,2997649.999999999,0.0,0.0,None,655,Good,4585000.0,"Input Finance, Equipment Loan, Working Capital, Processing Equipment, Crop Insurance, Digital Finance Solutions",0.0648,"Female farmer, age 32, from Kebbi state. She has 1 years of farming experience with Primary education. Primarily grows Cotton on 5.39 hectares. She is a member of a farming cooperative. Annual farm revenue: ₦4,500,650. No prior formal loan history. Credit assessment: good creditworthiness with a score of 655."
NGF000040,Male,42,Ebonyi,Secondary,11,True,True,False,False,1.9811401647751494,64.9433946877881,False,False,1,10,Owned,False,False,False,False,False,4,None,South East,Maize,0.49,2.86,1.4014,180000,252252.0,0.0,252252.0,56000.0,196252.0,196252.0,0.0,0.0,None,662,Good,257000.0,"Input Finance, Working Capital",0.0775,"Male farmer, age 42, from Ebonyi state. He has 11 years of farming experience with Secondary education. Primarily grows Maize on 0.49 hectares. Annual farm revenue: ₦252,252. No prior formal loan history. Credit assessment: good creditworthiness with a score of 662."
