Enterprise_ID,Farmer_ID,Enterprise_Type,Primary_Crop,Secondary_Crop,Farm_Size_Ha,Farm_Size_Category,Farming_Experience_Years,Farming_Equipment_Type,Uses_Irrigation,Depends_on_Rain,Uses_Fertilizer,Uses_Improved_Seeds,Yield_per_Hectare_Tons,Profit_NGN,Monthly_Income_NGN,Monthly_Expense_NGN,Value_of_Farm_Assets_NGN,Total_Operating_Expenditure_NGN,Farm_Income_NGN
E0000013,NGF000011,Crop,Rice,,3.36,Small (1-5ha),29,Traditional,False,True,True,False,3.83,3711000.0,375333.0,66083.0,1008000.0,793000.0,4504000.0
E0000014,NGF000011,Cattle,,,0.0,,29,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1008000.0,0.0,0.0
E0000015,NGF000012,Crop,Oil Palm,,0.33,Subsistence (<1ha),20,Traditional,False,True,False,False,4.39,642000.0,60417.0,6917.0,99000.0,83000.0,725000.0
E0000016,NGF000013,Crop,Cocoa,Vegetables,0.7,Subsistence (<1ha),5,Traditional,False,True,False,False,0.53,-7000.0,46250.0,46833.0,210000.0,562000.0,555000.0
E0000017,NGF000014,Crop,Yam,Plantain,3.25,Small (1-5ha),32,Traditional,False,True,False,False,14.82,12970000.0,1123750.0,42917.0,975000.0,515000.0,13485000.0
E0000018,NGF000014,Sheep,,,0.0,,32,N/A,False,True,False,False,0.0,0.0,0.0,0.0,975000.0,0.0,0.0
E0000019,NGF000015,Crop,Groundnut,Maize,4.97,Small (1-5ha),13,Traditional,False,True,True,False,1.1,1196000.0,205167.0,105500.0,1491000.0,1266000.0,2462000.0
E0000020,NGF000016,Crop,Maize,Rice,0.52,Subsistence (<1ha),5,Traditional,False,True,False,False,2.58,217000.0,22333.0,4250.0,156000.0,51000.0,268000.0
E0000021,NGF000017,Crop,Millet,Sorghum,0.85,Subsistence (<1ha),24,Integrated,False,True,False,False,1.84,215000.0,23417.0,5500.0,305000.0,66000.0,281000.0
E0000022,NGF000018,Crop,Yam,Beans,0.2,Subsistence (<1ha),14,Integrated,False,True,False,False,17.93,978000.0,83750.0,2250.0,110000.0,27000.0,1005000.0
E0000023,NGF000018,Pigs,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,110000.0,0.0,0.0
E0000024,NGF000019,Crop,Oil Palm,Maize,2.43,Small (1-5ha),16,Traditional,False,True,True,False,4.74,4890000.0,480000.0,72500.0,729000.0,870000.0,5760000.0
E0000025,NGF000019,Pigs,,,0.0,,16,N/A,False,True,False,False,0.0,0.0,0.0,0.0,729000.0,0.0,0.0
E0000026,NGF000020,Crop,Beans,Cowpea,1.08,Small (1-5ha),14,Traditional,False,True,True,False,1.58,439000.0,57000.0,20417.0,324000.0,245000.0,684000.0
E0000027,NGF000020,Goats,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,324000.0,0.0,0.0
E0000028,NGF000021,Crop,Beans,Rice,2.73,Small (1-5ha),39,Traditional,False,True,False,False,0.94,453000.0,85667.0,47917.0,819000.0,575000.0,1028000.0
E0000029,NGF000022,Crop,Cassava,Rice,0.77,Subsistence (<1ha),3,Traditional,False,True,False,False,16.71,1498000.0,128667.0,3833.0,231000.0,46000.0,1544000.0
E0000030,NGF000023,Crop,Groundnut,Millet,0.63,Subsistence (<1ha),39,Traditional,False,True,True,False,1.6,265000.0,37833.0,15750.0,189000.0,189000.0,454000.0
E0000031,NGF000023,Poultry,,,0.0,,39,N/A,False,True,False,False,0.0,0.0,0.0,0.0,189000.0,0.0,0.0
E0000032,NGF000024,Crop,Cassava,Guinea Corn,1.81,Small (1-5ha),38,Traditional,False,True,True,False,21.66,4578000.0,392000.0,10500.0,543000.0,126000.0,4704000.0
E0000033,NGF000025,Crop,Yam,Vegetables,3.37,Small (1-5ha),34,Integrated,False,True,False,False,11.29,10147000.0,887833.0,42250.0,1061000.0,507000.0,10654000.0
E0000034,NGF000026,Crop,Sorghum,Maize,0.53,Subsistence (<1ha),1,Traditional,False,True,True,False,1.91,127000.0,16000.0,5417.0,159000.0,65000.0,192000.0
E0000035,NGF000026,Cattle,,,0.0,,1,N/A,False,True,False,False,0.0,0.0,0.0,0.0,159000.0,0.0,0.0
E0000036,NGF000027,Crop,Maize,Cassava,2.5,Small (1-5ha),4,Traditional,False,True,False,False,3.3,1343000.0,137500.0,25583.0,750000.0,307000.0,1650000.0
E0000037,NGF000028,Crop,Yam,Cassava,0.43,Subsistence (<1ha),1,Traditional,False,True,False,False,8.79,991000.0,88167.0,5583.0,129000.0,67000.0,1058000.0
E0000038,NGF000029,Crop,Maize,Cassava,0.22,Subsistence (<1ha),5,Traditional,False,True,False,False,3.35,123000.0,12333.0,2083.0,66000.0,25000.0,148000.0
E0000039,NGF000029,Sheep,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,66000.0,0.0,0.0
E0000040,NGF000030,Crop,Rice,Millet,0.99,Subsistence (<1ha),44,Integrated,False,True,True,False,3.68,1088000.0,106167.0,15500.0,347000.0,186000.0,1274000.0
E0000041,NGF000030,Goats,,,0.0,,44,N/A,False,True,False,False,0.0,0.0,0.0,0.0,347000.0,0.0,0.0
E0000042,NGF000031,Crop,Yam,Vegetables,1.63,Small (1-5ha),24,Traditional,False,True,True,False,17.39,7655000.0,661500.0,23583.0,489000.0,283000.0,7938000.0
E0000043,NGF000031,Goats,,,0.0,,24,N/A,False,True,False,False,0.0,0.0,0.0,0.0,489000.0,0.0,0.0
E0000044,NGF000032,Crop,Cassava,Cocoa,0.11,Subsistence (<1ha),33,Traditional,False,True,False,False,18.34,235000.0,20167.0,583.0,33000.0,7000.0,242000.0
E0000045,NGF000032,Goats,,,0.0,,33,N/A,False,True,False,False,0.0,0.0,0.0,0.0,33000.0,0.0,0.0
E0000046,NGF000033,Crop,Yam,Rubber,0.4,Subsistence (<1ha),6,Integrated,False,True,True,False,13.36,1422000.0,124583.0,6083.0,170000.0,73000.0,1495000.0
E0000047,NGF000034,Crop,Sorghum,Yam,1.11,Small (1-5ha),18,Traditional,False,True,False,False,2.03,316000.0,35667.0,9333.0,333000.0,112000.0,428000.0
E0000048,NGF000035,Crop,Rubber,Beans,0.44,Subsistence (<1ha),18,Traditional,False,True,False,False,1.16,213000.0,29750.0,12000.0,132000.0,144000.0,357000.0
E0000049,NGF000036,Crop,Cowpea,,0.62,Subsistence (<1ha),25,Traditional,False,True,True,False,1.24,186000.0,25667.0,10167.0,186000.0,122000.0,308000.0
E0000050,NGF000037,Crop,Maize,Groundnut,0.58,Subsistence (<1ha),20,Traditional,False,True,False,False,3.86,388000.0,37333.0,5000.0,174000.0,60000.0,448000.0
E0000051,NGF000038,Crop,Yam,Sesame,0.52,Subsistence (<1ha),36,Integrated,False,True,False,False,9.1,1265000.0,110333.0,4917.0,206000.0,59000.0,1324000.0
E0000052,NGF000039,Crop,Oil Palm,Beans,1.4,Small (1-5ha),40,Traditional,False,True,True,False,7.24,4626000.0,422500.0,37000.0,420000.0,444000.0,5070000.0
E0000053,NGF000040,Crop,Sorghum,Cowpea,2.37,Small (1-5ha),37,Traditional,False,True,False,False,1.97,628000.0,73917.0,21583.0,711000.0,259000.0,887000.0
E0000054,NGF000040,Goats,,,0.0,,37,N/A,False,True,False,False,0.0,0.0,0.0,0.0,711000.0,0.0,0.0
E0000055,NGF000041,Crop,Sorghum,Beans,0.75,Subsistence (<1ha),6,Traditional,False,True,True,False,1.89,174000.0,22500.0,8000.0,225000.0,96000.0,270000.0
E0000056,NGF000041,Poultry,,,0.0,,6,N/A,False,True,False,False,0.0,0.0,0.0,0.0,225000.0,0.0,0.0
E0000057,NGF000042,Crop,Yam,Vegetables,0.37,Subsistence (<1ha),16,Traditional,False,True,True,False,14.82,1474000.0,127833.0,5000.0,111000.0,60000.0,1534000.0
E0000058,NGF000043,Crop,Maize,Sorghum,1.31,Small (1-5ha),2,Traditional,False,True,True,False,2.47,478000.0,54000.0,14167.0,393000.0,170000.0,648000.0
E0000059,NGF000044,Crop,Soybean,Sorghum,1.41,Small (1-5ha),30,Traditional,False,True,False,False,1.32,411000.0,58917.0,24667.0,423000.0,296000.0,707000.0
E0000060,NGF000045,Crop,Beans,Yam,0.82,Subsistence (<1ha),7,Traditional,False,True,False,False,1.27,276000.0,34667.0,11667.0,246000.0,140000.0,416000.0
E0000061,NGF000046,Crop,Cowpea,Cassava,1.25,Small (1-5ha),5,Traditional,False,True,False,False,0.82,143000.0,34000.0,22083.0,375000.0,265000.0,408000.0
E0000062,NGF000046,Pigs,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,375000.0,0.0,0.0
E0000063,NGF000047,Crop,Yam,,0.12,Subsistence (<1ha),5,Traditional,False,True,False,False,15.8,516000.0,44333.0,1333.0,36000.0,16000.0,532000.0
E0000064,NGF000047,Pigs,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,36000.0,0.0,0.0
E0000065,NGF000048,Crop,Yam,Cassava,0.14,Subsistence (<1ha),33,Traditional,False,True,False,False,11.45,430000.0,37333.0,1500.0,42000.0,18000.0,448000.0
E0000066,NGF000049,Crop,Maize,Yam,1.15,Small (1-5ha),27,Unknown,False,True,True,False,2.5,410000.0,48000.0,13833.0,345000.0,166000.0,576000.0
E0000067,NGF000049,Cattle,,,0.0,,27,N/A,False,True,False,False,0.0,0.0,0.0,0.0,345000.0,0.0,0.0
E0000068,NGF000050,Crop,Sorghum,Millet,1.78,Small (1-5ha),5,Traditional,False,True,False,True,1.93,495000.0,54500.0,13250.0,534000.0,159000.0,654000.0
E0000069,NGF000050,Cattle,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,534000.0,0.0,0.0
E0000070,NGF000051,Crop,Yam,Cocoa,2.08,Small (1-5ha),4,Traditional,False,True,True,False,14.81,8298000.0,718667.0,27167.0,624000.0,326000.0,8624000.0
E0000071,NGF000051,Poultry,,,0.0,,4,N/A,False,True,False,False,0.0,0.0,0.0,0.0,624000.0,0.0,0.0
E0000072,NGF000052,Crop,Beans,Cassava,0.21,Subsistence (<1ha),4,Traditional,False,True,False,True,0.73,10000.0,5000.0,4167.0,63000.0,50000.0,60000.0
E0000073,NGF000052,Goats,,,0.0,,4,N/A,False,True,False,False,0.0,0.0,0.0,0.0,63000.0,0.0,0.0
E0000074,NGF000053,Crop,Sesame,Groundnut,0.74,Subsistence (<1ha),17,Traditional,False,True,False,False,0.79,158000.0,29000.0,15833.0,222000.0,190000.0,348000.0
E0000075,NGF000053,Sheep,,,0.0,,17,N/A,False,True,False,False,0.0,0.0,0.0,0.0,222000.0,0.0,0.0
E0000076,NGF000054,Crop,Cassava,Millet,2.51,Small (1-5ha),11,Traditional,False,True,False,False,18.38,5376000.0,461333.0,13333.0,753000.0,160000.0,5536000.0
E0000077,NGF000054,Cattle,,,0.0,,11,N/A,False,True,False,False,0.0,0.0,0.0,0.0,753000.0,0.0,0.0
E0000078,NGF000055,Crop,Maize,Yam,0.34,Subsistence (<1ha),2,Traditional,False,True,False,False,2.38,130000.0,13500.0,2667.0,102000.0,32000.0,162000.0
E0000079,NGF000056,Crop,Cassava,Plantain,0.28,Subsistence (<1ha),38,Traditional,False,True,False,False,13.23,426000.0,37000.0,1500.0,84000.0,18000.0,444000.0
E0000080,NGF000057,Crop,Rice,Maize,1.79,Small (1-5ha),6,Traditional,False,True,False,True,4.1,2187000.0,214083.0,31833.0,537000.0,382000.0,2569000.0
E0000081,NGF000057,Poultry,,,0.0,,6,N/A,False,True,False,False,0.0,0.0,0.0,0.0,537000.0,0.0,0.0
E0000082,NGF000058,Crop,Sorghum,Guinea Corn,1.65,Small (1-5ha),17,Traditional,False,True,True,False,2.59,653000.0,67583.0,13167.0,495000.0,158000.0,811000.0
E0000083,NGF000059,Crop,Guinea Corn,Groundnut,2.35,Small (1-5ha),17,Traditional,False,True,True,False,3.61,1269000.0,134250.0,28500.0,705000.0,342000.0,1611000.0
E0000084,NGF000059,Sheep,,,0.0,,17,N/A,False,True,False,False,0.0,0.0,0.0,0.0,705000.0,0.0,0.0
E0000085,NGF000060,Crop,Cowpea,Groundnut,1.34,Small (1-5ha),25,Traditional,False,True,False,False,1.31,476000.0,58667.0,19000.0,402000.0,228000.0,704000.0
E0000086,NGF000060,Goats,,,0.0,,25,N/A,False,True,False,False,0.0,0.0,0.0,0.0,402000.0,0.0,0.0
E0000087,NGF000061,Crop,Maize,Rice,1.97,Small (1-5ha),15,Integrated,False,True,True,False,5.29,1803000.0,173667.0,23417.0,641000.0,281000.0,2084000.0
E0000088,NGF000062,Crop,Cowpea,Rice,3.55,Small (1-5ha),10,Integrated,False,True,True,False,0.94,537000.0,111333.0,66583.0,1115000.0,799000.0,1336000.0
E0000089,NGF000063,Crop,Cassava,Rice,3.05,Small (1-5ha),8,Traditional,False,True,False,False,20.39,7266000.0,621917.0,16417.0,915000.0,197000.0,7463000.0
E0000090,NGF000063,Goats,,,0.0,,8,N/A,False,True,False,False,0.0,0.0,0.0,0.0,915000.0,0.0,0.0
E0000091,NGF000064,Crop,Cowpea,Beans,2.24,Small (1-5ha),24,Traditional,False,True,False,False,0.91,323000.0,68000.0,41083.0,672000.0,493000.0,816000.0
E0000092,NGF000065,Crop,Vegetables,,0.98,Subsistence (<1ha),32,Unknown,False,True,False,False,24.67,7612000.0,644833.0,10500.0,294000.0,126000.0,7738000.0
E0000093,NGF000066,Crop,Cowpea,Beans,1.4,Small (1-5ha),3,Integrated,False,True,False,False,0.72,149000.0,33667.0,21250.0,620000.0,255000.0,404000.0
E0000094,NGF000067,Crop,Rice,Rubber,0.41,Subsistence (<1ha),3,Traditional,False,True,False,False,3.67,457000.0,43750.0,5667.0,123000.0,68000.0,525000.0
E0000095,NGF000068,Crop,Cassava,Beans,1.63,Small (1-5ha),28,Traditional,False,True,False,False,15.67,2955000.0,255417.0,9167.0,489000.0,110000.0,3065000.0
E0000096,NGF000069,Crop,Cassava,Beans,0.12,Subsistence (<1ha),36,Unknown,False,True,False,False,19.7,276000.0,23583.0,583.0,36000.0,7000.0,283000.0
E0000097,NGF000070,Crop,Cassava,Maize,0.75,Subsistence (<1ha),20,Integrated,False,True,False,False,18.9,1647000.0,141667.0,4417.0,425000.0,53000.0,1700000.0
E0000098,NGF000071,Crop,Cotton,Tomato,1.83,Small (1-5ha),2,Integrated,False,True,False,False,1.63,1232000.0,136583.0,33917.0,599000.0,407000.0,1639000.0
E0000099,NGF000072,Crop,Vegetables,Plantain,2.95,Small (1-5ha),36,Traditional,False,True,False,False,26.85,24765000.0,2112250.0,48500.0,885000.0,582000.0,25347000.0
E0000100,NGF000072,Goats,,,0.0,,36,N/A,False,True,False,False,0.0,0.0,0.0,0.0,885000.0,0.0,0.0
E0000101,NGF000073,Crop,Sesame,Cowpea,0.46,Subsistence (<1ha),6,Traditional,False,True,True,False,0.77,52000.0,17500.0,13167.0,138000.0,158000.0,210000.0
E0000102,NGF000073,Poultry,,,0.0,,6,N/A,False,True,False,False,0.0,0.0,0.0,0.0,138000.0,0.0,0.0
E0000103,NGF000074,Crop,Cowpea,Maize,0.4,Subsistence (<1ha),39,Traditional,False,True,False,False,1.12,105000.0,15000.0,6250.0,120000.0,75000.0,180000.0
E0000104,NGF000075,Crop,Cocoa,Cassava,1.02,Small (1-5ha),16,Unknown,False,True,True,False,0.9,309000.0,115000.0,89250.0,306000.0,1071000.0,1380000.0
E0000105,NGF000076,Crop,Groundnut,Tomato,0.43,Subsistence (<1ha),36,Traditional,False,True,False,False,1.23,130000.0,19833.0,9000.0,129000.0,108000.0,238000.0
E0000106,NGF000077,Crop,Cowpea,Groundnut,0.42,Subsistence (<1ha),36,Unknown,False,True,True,True,1.66,151000.0,23333.0,10750.0,126000.0,129000.0,280000.0
E0000107,NGF000077,Sheep,,,0.0,,36,N/A,False,True,False,False,0.0,0.0,0.0,0.0,126000.0,0.0,0.0
E0000108,NGF000078,Crop,Maize,Soybean,1.12,Small (1-5ha),31,Traditional,False,True,False,False,3.34,622000.0,62333.0,10500.0,336000.0,126000.0,748000.0
E0000109,NGF000079,Crop,Cocoa,Cowpea,0.28,Subsistence (<1ha),39,Traditional,False,True,False,False,0.97,236000.0,33750.0,14083.0,84000.0,169000.0,405000.0
E0000110,NGF000080,Crop,Sorghum,Cotton,1.62,Small (1-5ha),2,Traditional,False,True,False,False,2.39,575000.0,61250.0,13333.0,486000.0,160000.0,735000.0
E0000111,NGF000081,Crop,Sorghum,,0.51,Subsistence (<1ha),15,Traditional,False,True,False,False,1.83,128000.0,14750.0,4083.0,153000.0,49000.0,177000.0
E0000112,NGF000082,Crop,Cassava,Vegetables,0.25,Subsistence (<1ha),32,Traditional,False,True,False,False,18.43,537000.0,46083.0,1333.0,75000.0,16000.0,553000.0
E0000113,NGF000083,Crop,Maize,Tomato,4.07,Small (1-5ha),10,Integrated,False,True,True,False,2.73,1670000.0,185167.0,46000.0,1471000.0,552000.0,2222000.0
E0000114,NGF000084,Crop,Cassava,Soybean,3.32,Small (1-5ha),4,Traditional,False,True,True,False,23.59,9162000.0,783167.0,19667.0,996000.0,236000.0,9398000.0
E0000115,NGF000084,Ducks,,,0.0,,4,N/A,False,True,False,False,0.0,0.0,0.0,0.0,996000.0,0.0,0.0
E0000116,NGF000085,Crop,Cowpea,Yam,0.2,Subsistence (<1ha),29,Integrated,False,True,True,False,1.56,73000.0,10333.0,4250.0,260000.0,51000.0,124000.0
E0000117,NGF000086,Crop,Cowpea,Groundnut,0.64,Subsistence (<1ha),5,Traditional,False,True,True,False,1.45,189000.0,31000.0,15250.0,192000.0,183000.0,372000.0
E0000118,NGF000086,Cattle,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,192000.0,0.0,0.0
E0000119,NGF000087,Crop,Maize,Cotton,5.47,Medium (5-10ha),7,Traditional,False,True,True,False,2.49,1998000.0,227000.0,60500.0,1641000.0,726000.0,2724000.0
E0000120,NGF000087,Goats,,,0.0,,7,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1641000.0,0.0,0.0
E0000121,NGF000088,Crop,Beans,Oil Palm,1.63,Small (1-5ha),2,Traditional,False,True,False,False,1.21,506000.0,65667.0,23500.0,489000.0,282000.0,788000.0
E0000122,NGF000088,Goats,,,0.0,,2,N/A,False,True,False,False,0.0,0.0,0.0,0.0,489000.0,0.0,0.0
E0000123,NGF000089,Crop,Rice,,0.1,Subsistence (<1ha),17,Integrated,False,True,True,False,3.56,106000.0,10500.0,1667.0,80000.0,20000.0,126000.0
E0000124,NGF000090,Crop,Maize,Rice,2.45,Small (1-5ha),31,Integrated,False,True,False,False,2.21,831000.0,90167.0,20917.0,935000.0,251000.0,1082000.0
E0000125,NGF000090,Ducks,,,0.0,,31,N/A,False,True,False,False,0.0,0.0,0.0,0.0,935000.0,0.0,0.0
E0000126,NGF000091,Crop,Cocoa,,2.94,Small (1-5ha),27,Traditional,False,True,False,False,0.63,366000.0,231250.0,200750.0,882000.0,2409000.0,2775000.0
E0000127,NGF000091,Cattle,,,0.0,,27,N/A,False,True,False,False,0.0,0.0,0.0,0.0,882000.0,0.0,0.0
E0000128,NGF000092,Crop,Yam,Maize,0.32,Subsistence (<1ha),33,Traditional,False,True,False,True,10.22,856000.0,76333.0,5000.0,96000.0,60000.0,916000.0
E0000129,NGF000093,Crop,Cassava,,0.86,Subsistence (<1ha),12,Integrated,False,True,False,False,19.98,2009000.0,171833.0,4417.0,458000.0,53000.0,2062000.0
E0000130,NGF000094,Crop,Cowpea,,1.95,Small (1-5ha),5,Traditional,False,True,False,False,1.0,315000.0,65000.0,38750.0,585000.0,465000.0,780000.0
E0000131,NGF000095,Crop,Sorghum,Rice,4.02,Small (1-5ha),24,Traditional,False,True,False,False,2.88,1840000.0,183333.0,30000.0,1206000.0,360000.0,2200000.0
E0000132,NGF000095,Poultry,,,0.0,,24,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1206000.0,0.0,0.0
E0000133,NGF000096,Crop,Rice,,1.38,Small (1-5ha),35,Traditional,False,True,True,False,4.09,1702000.0,164500.0,22667.0,414000.0,272000.0,1974000.0
E0000134,NGF000097,Crop,Rice,Beans,0.4,Subsistence (<1ha),8,Integrated,False,True,False,False,1.9,207000.0,22167.0,4917.0,320000.0,59000.0,266000.0
E0000135,NGF000097,Cattle,,,0.0,,8,N/A,False,True,False,False,0.0,0.0,0.0,0.0,320000.0,0.0,0.0
E0000136,NGF000098,Crop,Rubber,Plantain,0.44,Subsistence (<1ha),9,Integrated,False,True,False,False,1.57,355000.0,40250.0,10667.0,182000.0,128000.0,483000.0
E0000137,NGF000099,Crop,Cowpea,Sesame,0.3,Subsistence (<1ha),37,Traditional,False,True,False,False,0.84,43000.0,8333.0,4750.0,90000.0,57000.0,100000.0
E0000138,NGF000100,Crop,Cassava,,1.65,Small (1-5ha),1,Integrated,False,True,False,False,10.98,2090000.0,181167.0,7000.0,695000.0,84000.0,2174000.0
E0000139,NGF000101,Crop,Maize,Oil Palm,1.11,Small (1-5ha),6,Traditional,False,True,False,False,1.96,317000.0,36333.0,9917.0,333000.0,119000.0,436000.0
E0000140,NGF000102,Crop,Groundnut,Maize,1.64,Small (1-5ha),29,Traditional,False,True,False,False,1.28,609000.0,78750.0,28000.0,492000.0,336000.0,945000.0
E0000141,NGF000103,Crop,Cotton,Maize,4.61,Small (1-5ha),15,Integrated,False,True,False,False,1.32,2216000.0,279167.0,94500.0,1583000.0,1134000.0,3350000.0
E0000142,NGF000104,Crop,Yam,Cocoa,0.5,Subsistence (<1ha),5,Traditional,False,True,True,False,15.5,2101000.0,180833.0,5750.0,150000.0,69000.0,2170000.0
E0000143,NGF000104,Poultry,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,150000.0,0.0,0.0
E0000144,NGF000105,Crop,Maize,Sorghum,2.03,Small (1-5ha),29,Traditional,False,True,False,False,1.97,581000.0,66667.0,18250.0,609000.0,219000.0,800000.0
E0000145,NGF000105,Ducks,,,0.0,,29,N/A,False,True,False,False,0.0,0.0,0.0,0.0,609000.0,0.0,0.0
E0000146,NGF000106,Crop,Cowpea,Sesame,1.64,Small (1-5ha),37,Traditional,False,True,True,False,1.53,619000.0,83667.0,32083.0,492000.0,385000.0,1004000.0
E0000147,NGF000106,Poultry,,,0.0,,37,N/A,False,True,False,False,0.0,0.0,0.0,0.0,492000.0,0.0,0.0
E0000148,NGF000107,Crop,Plantain,Rice,2.92,Small (1-5ha),27,Integrated,False,True,False,True,17.74,10913000.0,949667.0,40250.0,1076000.0,483000.0,11396000.0
E0000149,NGF000108,Crop,Yam,Rice,0.31,Subsistence (<1ha),4,Traditional,False,True,True,False,12.29,1010000.0,88917.0,4750.0,93000.0,57000.0,1067000.0
E0000150,NGF000108,Poultry,,,0.0,,4,N/A,False,True,False,False,0.0,0.0,0.0,0.0,93000.0,0.0,0.0
E0000151,NGF000109,Crop,Cassava,Oil Palm,1.54,Small (1-5ha),2,Integrated,False,True,True,False,17.59,3135000.0,270917.0,9667.0,512000.0,116000.0,3251000.0
E0000152,NGF000110,Crop,Cotton,Beans,0.86,Subsistence (<1ha),31,Traditional,False,True,True,False,1.86,652000.0,73333.0,19000.0,258000.0,228000.0,880000.0
E0000153,NGF000111,Crop,Maize,Beans,0.26,Subsistence (<1ha),7,Integrated,False,True,False,False,2.03,80000.0,8833.0,2167.0,128000.0,26000.0,106000.0
E0000154,NGF000112,Crop,Sorghum,Tomato,1.35,Small (1-5ha),11,Traditional,False,True,True,False,2.12,401000.0,45250.0,11833.0,405000.0,142000.0,543000.0
E0000155,NGF000113,Crop,Groundnut,Sorghum,1.53,Small (1-5ha),25,Unknown,False,True,True,False,1.21,365000.0,69333.0,38917.0,459000.0,467000.0,832000.0
E0000156,NGF000114,Crop,Cowpea,Sesame,3.66,Small (1-5ha),35,Traditional,False,True,False,False,1.29,1154000.0,157333.0,61167.0,1098000.0,734000.0,1888000.0
E0000157,NGF000114,Cattle,,,0.0,,35,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1098000.0,0.0,0.0
E0000158,NGF000115,Crop,Oil Palm,,0.28,Subsistence (<1ha),9,Traditional,False,True,False,False,5.13,640000.0,60000.0,6667.0,84000.0,80000.0,720000.0
E0000159,NGF000116,Crop,Cocoa,Vegetables,2.09,Small (1-5ha),26,Traditional,False,True,False,False,0.58,1000.0,151250.0,151167.0,627000.0,1814000.0,1815000.0
E0000160,NGF000117,Crop,Maize,Tomato,0.41,Subsistence (<1ha),13,Traditional,False,True,False,False,2.99,197000.0,20500.0,4083.0,123000.0,49000.0,246000.0
E0000161,NGF000118,Crop,Cassava,Vegetables,0.48,Subsistence (<1ha),23,Integrated,False,True,False,False,14.66,818000.0,70417.0,2250.0,344000.0,27000.0,845000.0
E0000162,NGF000119,Crop,Yam,Cocoa,1.11,Small (1-5ha),33,Traditional,False,True,False,False,14.7,4433000.0,380833.0,11417.0,333000.0,137000.0,4570000.0
E0000163,NGF000119,Poultry,,,0.0,,33,N/A,False,True,False,False,0.0,0.0,0.0,0.0,333000.0,0.0,0.0
E0000164,NGF000120,Crop,Cowpea,Oil Palm,0.22,Subsistence (<1ha),37,Traditional,False,True,False,False,1.32,69000.0,9667.0,3917.0,66000.0,47000.0,116000.0
