farmer_id,age,gender,education_level_years,education_category,marital_status,household_size,state,off_farm_income_ngn,farming_experience_years,farm_size_ha,primary_enterprise,annual_farm_income_ngn,operating_expenditure_ngn,value_farm_assets_ngn,cooperative_member,requests_loan,loan_amount_requested_ngn,loan_purpose,interest_rate_annual_perc,loan_tenure_months,disbursement_lag_days,loan_supervision_visits,utility_payment_timeliness,rent_payment_timeliness,phone_bill_timeliness,value_chain_platform_registered,years_on_platform,marketplace_sales_ngn_last_year,soil_type_known,uses_irrigation,pest_disease_control_method,yield_rating_score_1_10,yield_consistency_rating,post_harvest_loss_perc,smartphone_owner,mobile_money_usage_frequency,active_on_agri_forums,distance_to_market_km,distance_to_lender_km,simulated_creditworthiness_score,loan_repayment_status
FARMER_1011,26,Male,3,Primary Incomplete,Married,6,Bauchi,250948.25,10,6.6,Goats/Sheep,1481437.58,1131167.38,3398470.22,False,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Poor,False,0,0.0,True,False,None,3,High,35.58,False,Never,False,53.6,0.0,,N/A
FARMER_1012,58,Female,12,Secondary Complete,Divorced,8,Akwa Ibom,85294.42,33,0.59,Cocoa,191439.07,128886.58,425977.61,False,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Poor,False,0,0.0,True,True,Traditional,6,High,25.94,True,Weekly,False,15.8,0.0,,N/A
FARMER_1013,61,Female,14,OND/NCE,Married,10,Ebonyi,179480.27,40,28.53,Maize,2467121.64,1958821.47,4317935.75,True,True,910000.0,Asset Acquisition,23.38,18,48,1,Excellent,Good,Fair,False,0,0.0,False,False,Organic,6,High,22.91,True,Monthly,False,28.2,6.5,6.0,Fully Repaid
FARMER_1014,63,Male,12,Secondary Complete,Married,5,Lagos,0.0,2,3.22,Oil Palm,713537.58,293123.15,2253234.38,False,False,0.0,N/A,0.0,0,0,0,Fair,Poor,Excellent,False,0,0.0,True,False,Integrated Pest Management,7,Medium,22.91,True,Never,False,8.9,0.0,,N/A
FARMER_1015,64,Male,14,OND/NCE,Married,13,Abia,0.0,9,7.57,Yam,1668342.45,1101357.64,2588094.14,False,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Poor,False,0,0.0,False,False,Integrated Pest Management,7,Low,17.09,False,Never,False,60.1,0.0,,N/A
FARMER_1016,31,Male,12,Secondary Complete,Married,8,Bayelsa,150980.61,15,2.77,Sorghum,225941.07,113568.34,727285.74,False,True,1790000.0,Bundled Services Loan,25.61,18,86,5,Good,Excellent,Poor,True,0,0.0,False,False,Modern Chemical,5,Low,19.81,False,Never,False,63.2,129.5,3.0,Defaulted
FARMER_1017,27,Male,12,Secondary Complete,Widowed,11,Kaduna,196779.4,11,7.86,Poultry,3108587.63,2275799.91,8774705.17,True,False,0.0,N/A,0.0,0,0,0,Excellent,N/A,Excellent,False,0,0.0,False,False,None,4,Medium,27.22,False,Never,False,15.3,0.0,,N/A
FARMER_1018,65,Female,14,OND/NCE,Married,5,Bauchi,0.0,6,4.79,Sorghum,684135.74,460234.04,1926316.14,False,True,260000.0,Land Expansion,27.88,12,32,0,Good,Poor,Excellent,False,0,0.0,False,False,Traditional,4,High,26.29,True,Never,False,15.2,47.8,4.0,Partially Repaid
FARMER_1019,64,Male,12,Secondary Complete,Married,4,Gombe,0.0,34,9.77,Maize,1210453.02,759502.17,4097400.66,True,True,870000.0,Input Loan,19.29,12,49,4,Excellent,N/A,Good,False,0,0.0,False,False,None,5,Medium,22.48,False,Never,False,57.7,107.8,5.0,Fully Repaid
FARMER_1020,28,Female,6,Primary Complete,Married,13,Bayelsa,0.0,12,5.46,Sorghum,720777.17,535168.33,1430424.48,False,True,860000.0,Asset Acquisition,31.43,24,19,2,Fair,Fair,Fair,False,0,0.0,True,False,Integrated Pest Management,7,Low,16.64,True,Weekly,False,60.9,48.4,-1.0,Partially Repaid
FARMER_1021,48,Male,12,Secondary Complete,Married,7,Anambra,0.0,4,3.95,Vegetables,572739.27,352962.43,952270.92,True,False,0.0,N/A,0.0,0,0,0,Fair,Good,Good,True,5,61482.46,False,False,Traditional,4,Low,8.58,True,Monthly,False,50.2,0.0,,N/A
FARMER_1022,65,Male,0,None,Married,8,Sokoto,0.0,33,3.1,Vegetables,606552.03,399168.41,810927.92,False,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Excellent,False,0,0.0,True,True,Integrated Pest Management,6,Medium,10.16,True,Weekly,False,61.3,0.0,,N/A
FARMER_1023,18,Female,12,Secondary Complete,Single,7,Ekiti,0.0,2,7.22,Yam,1546663.24,877808.58,3544716.14,False,False,0.0,N/A,0.0,0,0,0,Poor,N/A,Good,False,0,0.0,False,False,None,3,High,31.1,True,Rarely,False,48.7,0.0,,N/A
FARMER_1024,63,Male,12,Secondary Complete,Married,4,Borno,211867.13,19,4.25,Aquaculture,2811648.38,2206051.8,7169685.38,True,True,120000.0,Mechanization Loan,20.6,6,85,5,Fair,Excellent,Fair,True,5,242782.99,True,False,Organic,6,Medium,13.61,True,Weekly,False,37.9,61.5,6.0,Partially Repaid
FARMER_1025,38,Female,18,Masters/PhD,Married,7,Osun,208602.05,22,34.61,Cassava,5519258.59,2374494.27,11222025.69,False,True,960000.0,Mechanization Loan,28.89,6,35,1,Good,Poor,Poor,True,4,3364447.01,True,False,Modern Chemical,5,Medium,14.02,True,Rarely,False,43.2,55.8,7.0,Fully Repaid
FARMER_1026,36,Female,0,None,Widowed,6,Osun,0.0,17,28.59,Rice,4003190.94,2084500.12,7383245.65,False,True,1710000.0,Asset Acquisition,23.8,18,83,5,Poor,Excellent,Good,False,0,0.0,True,True,Traditional,5,Low,37.91,False,Never,False,37.6,73.7,0.0,Partially Repaid
FARMER_1027,64,Male,6,Primary Complete,Married,15,Kebbi,0.0,34,36.62,Rice,6576441.74,4662787.55,9089866.12,False,True,1380000.0,Input Loan,24.92,18,28,4,Good,N/A,Good,True,5,4264446.8,False,True,Modern Chemical,8,Medium,12.49,False,Never,False,40.6,69.1,4.0,Partially Repaid
FARMER_1028,35,Male,6,Primary Complete,Single,6,Enugu,0.0,19,5.09,Rice,880721.24,457800.33,2704417.57,False,True,650000.0,Asset Acquisition,12.3,24,9,5,Poor,Fair,Poor,True,2,245986.07,True,True,Modern Chemical,8,High,23.38,False,Never,False,28.7,149.3,4.0,Fully Repaid
FARMER_1029,32,Female,6,Primary Complete,Married,7,Kano,0.0,10,8.26,Goats/Sheep,1576204.33,1045006.43,2963953.51,False,True,400000.0,Bundled Services Loan,24.29,6,73,4,Good,Good,Good,False,0,0.0,False,False,Modern Chemical,7,High,13.87,True,Daily,False,65.5,42.5,2.0,Partially Repaid
FARMER_1030,19,Male,0,None,Divorced,14,Kwara,0.0,3,5.05,Poultry,2420779.2,1077888.32,6979253.08,False,False,0.0,N/A,0.0,0,0,0,Good,Excellent,Poor,True,4,363003.76,False,False,Integrated Pest Management,5,High,14.92,True,Rarely,False,49.5,0.0,,N/A
FARMER_1031,40,Male,6,Primary Complete,Widowed,5,Benue,0.0,24,4.51,Rice,752230.83,553503.68,1385144.18,False,True,1240000.0,Asset Acquisition,23.78,6,66,0,Fair,Good,Fair,True,4,437513.42,True,False,Modern Chemical,6,High,34.08,True,Weekly,False,62.7,72.8,2.0,Fully Repaid
FARMER_1032,38,Female,14,OND/NCE,Single,6,Taraba,0.0,22,9.23,Rice,1874823.26,1152451.97,5354049.96,False,True,950000.0,Mechanization Loan,13.36,24,33,1,Excellent,N/A,Good,False,0,0.0,True,False,Modern Chemical,7,High,20.85,True,Weekly,False,60.7,8.8,4.0,Defaulted
FARMER_1033,33,Female,12,Secondary Complete,Married,6,Gombe,0.0,17,4.63,Goats/Sheep,1055492.55,476999.42,1638209.84,False,True,590000.0,Mechanization Loan,33.82,18,35,3,Good,Poor,Fair,False,0,0.0,False,False,Integrated Pest Management,7,Low,6.38,True,Monthly,False,39.5,64.2,2.0,Partially Repaid
FARMER_1034,39,Male,12,Secondary Complete,Widowed,15,Ebonyi,0.0,22,2.99,Yam,686296.53,501160.93,2000768.19,True,False,0.0,N/A,0.0,0,0,0,Poor,Poor,Fair,False,0,0.0,False,False,None,4,High,8.65,False,Never,False,53.8,0.0,,N/A
FARMER_1035,47,Female,3,Primary Incomplete,Married,6,Plateau,0.0,14,23.22,Maize,2223036.24,1143465.92,7624566.0,True,True,1140000.0,Working Capital,32.2,24,35,1,Poor,Fair,Fair,False,0,0.0,False,False,Modern Chemical,5,Low,29.51,False,Never,False,17.8,38.7,1.0,Defaulted
FARMER_1036,60,Female,3,Primary Incomplete,Married,5,FCT,0.0,35,0.98,Poultry,569184.18,349912.06,1533610.93,False,True,2000000.0,Asset Acquisition,32.77,12,7,3,Fair,Good,Poor,False,0,0.0,False,False,None,5,Low,33.9,True,Monthly,False,63.8,13.8,-2.0,Partially Repaid
FARMER_1037,45,Female,0,None,Widowed,7,Ekiti,47726.79,29,8.81,Millet,835715.53,373152.57,1504628.11,False,True,630000.0,Mechanization Loan,16.37,6,18,2,Poor,Good,Good,False,0,0.0,True,False,Modern Chemical,7,Low,22.95,True,Monthly,False,39.4,125.5,2.0,Partially Repaid
FARMER_1038,36,Male,18,Masters/PhD,Widowed,12,Cross River,0.0,7,3.46,Poultry,1609224.39,1206572.03,4402845.54,True,True,870000.0,Working Capital,17.11,18,62,5,Excellent,Excellent,Good,False,0,0.0,False,False,Organic,5,High,27.78,True,Weekly,True,49.7,133.9,5.0,Fully Repaid
FARMER_1039,62,Female,16,HND/BSc,Married,13,Imo,267903.93,29,8.84,Rice,1282348.46,891106.25,4093491.14,True,True,290000.0,Mechanization Loan,19.28,12,26,3,Good,Excellent,Fair,False,0,0.0,False,False,Organic,4,High,28.59,True,Weekly,True,69.0,103.7,5.0,Fully Repaid
FARMER_1040,34,Male,16,HND/BSc,Married,4,Edo,0.0,9,14.99,Aquaculture,2403222.66,1188645.55,7238679.32,False,True,1170000.0,Land Expansion,12.47,9,50,5,Good,Fair,Excellent,False,0,0.0,True,False,Organic,5,High,36.09,True,Weekly,False,46.0,14.7,4.0,Fully Repaid
FARMER_1041,49,Male,12,Secondary Complete,Single,13,Taraba,36775.22,22,1.74,Maize,223661.92,148087.88,693604.03,False,True,1870000.0,Bundled Services Loan,12.45,24,88,4,Good,Poor,Good,False,0,0.0,True,False,Integrated Pest Management,6,High,23.79,True,Rarely,False,53.1,24.6,3.0,Defaulted
FARMER_1042,40,Female,6,Primary Complete,Married,11,Edo,66622.66,24,2.38,Poultry,1322786.98,900866.04,3000702.53,True,True,1650000.0,Mechanization Loan,27.47,3,55,4,Fair,Fair,Poor,False,0,0.0,True,False,Traditional,6,High,18.13,True,Monthly,True,61.1,94.6,3.0,Partially Repaid
FARMER_1043,44,Female,14,OND/NCE,Widowed,3,Nasarawa,0.0,4,21.04,Maize,2410991.07,1613453.19,7746305.83,True,False,0.0,N/A,0.0,0,0,0,Fair,Good,Excellent,False,0,0.0,False,False,None,3,High,32.36,True,Rarely,False,39.2,0.0,,N/A
FARMER_1044,27,Male,3,Primary Incomplete,Single,5,Taraba,0.0,11,7.73,Cassava,1313341.5,862254.5,2210031.19,False,True,1960000.0,Asset Acquisition,13.31,3,45,5,Fair,Good,Excellent,False,0,0.0,True,False,Integrated Pest Management,5,Medium,15.4,True,Daily,False,40.9,43.0,2.0,Fully Repaid
FARMER_1045,47,Male,14,OND/NCE,Married,7,Taraba,66961.25,28,2.65,Cassava,516547.61,277133.17,684857.01,False,True,1960000.0,Mechanization Loan,23.01,18,68,2,Good,Fair,Poor,False,0,0.0,True,False,Traditional,6,Low,27.22,True,Never,False,38.6,133.1,4.0,Partially Repaid
FARMER_1046,40,Female,0,None,Married,12,Katsina,0.0,19,7.09,Cocoa,1572815.06,913935.9,3193886.08,True,False,0.0,N/A,0.0,0,0,0,Excellent,Good,Good,False,0,0.0,False,False,Traditional,5,Low,19.18,True,Never,True,63.9,0.0,,N/A
FARMER_1047,63,Male,12,Secondary Complete,Single,8,FCT,0.0,4,30.39,Sorghum,3330827.31,1826431.95,8717722.43,False,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Good,True,5,1224075.18,True,False,Modern Chemical,6,Low,18.05,True,Daily,False,40.3,0.0,,N/A
FARMER_1048,49,Female,6,Primary Complete,Married,10,Nasarawa,0.0,11,3.0,Aquaculture,1457325.56,934139.59,2055973.74,False,True,1510000.0,Land Expansion,18.28,6,53,0,Good,N/A,Poor,False,0,0.0,False,False,Integrated Pest Management,7,Medium,28.18,True,Weekly,False,69.4,42.5,2.0,Partially Repaid
FARMER_1049,57,Female,3,Primary Incomplete,Married,9,Edo,0.0,7,9.44,Rice,1258607.6,703916.72,2362327.58,True,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Fair,False,0,0.0,False,False,Traditional,6,High,35.04,False,Never,False,9.9,0.0,,N/A
FARMER_1050,40,Female,12,Secondary Complete,Married,11,Kano,0.0,1,9.61,Cassava,1526316.28,1058514.88,3062454.44,True,True,1120000.0,Input Loan,21.97,18,76,5,Excellent,Good,Poor,True,5,703905.59,False,True,Integrated Pest Management,8,Medium,35.4,True,Weekly,False,15.0,69.9,6.0,Fully Repaid
FARMER_1051,19,Male,12,Secondary Complete,Married,4,Yobe,0.0,3,2.36,Cassava,346463.55,209625.06,599011.51,True,True,560000.0,Input Loan,14.67,6,27,3,Good,Good,Poor,False,0,0.0,True,False,Integrated Pest Management,7,Low,35.61,False,Never,False,58.5,95.3,1.0,Defaulted
FARMER_1052,61,Female,12,Secondary Complete,Married,10,Osun,126897.99,38,25.95,Cocoa,5541502.72,3652658.63,7927552.63,True,True,110000.0,Bundled Services Loan,14.25,3,82,0,Fair,Good,Good,True,4,840198.73,True,False,Traditional,5,High,28.71,True,Weekly,False,17.0,133.3,6.0,Fully Repaid
FARMER_1053,39,Male,6,Primary Complete,Married,14,Benue,202451.68,23,0.96,Rice,124053.53,66903.12,224408.37,False,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Good,False,0,0.0,False,True,Traditional,6,High,28.12,True,Monthly,False,44.3,0.0,,N/A
FARMER_1054,24,Female,6,Primary Complete,Married,7,Lagos,181099.97,8,7.12,Sorghum,898338.28,575352.82,2441519.46,False,True,1300000.0,Bundled Services Loan,25.62,18,9,0,Poor,Poor,Poor,True,5,319451.33,True,False,Integrated Pest Management,7,High,28.76,True,Monthly,False,68.2,143.2,4.0,Defaulted
FARMER_1055,62,Male,12,Secondary Complete,Married,10,Delta,113037.86,3,32.67,Vegetables,5341005.89,4270757.33,8432994.18,True,True,760000.0,Mechanization Loan,21.22,18,31,4,Good,Good,Excellent,False,0,0.0,False,True,Integrated Pest Management,7,High,39.77,True,Weekly,False,40.3,22.5,5.0,Partially Repaid
FARMER_1056,46,Male,12,Secondary Complete,Married,12,Gombe,80854.78,4,2.7,Cassava,312677.68,140066.63,677216.02,True,True,1010000.0,Input Loan,23.21,9,46,4,Poor,N/A,Poor,False,0,0.0,True,False,None,5,Medium,8.86,False,Never,False,3.5,103.6,4.0,Partially Repaid
FARMER_1057,23,Female,6,Primary Complete,Married,2,Zamfara,155125.4,7,4.51,Vegetables,1147564.72,537890.29,2860748.62,True,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Excellent,False,0,0.0,True,True,None,5,High,38.88,False,Never,False,29.8,0.0,,N/A
FARMER_1058,42,Male,6,Primary Complete,Married,12,Lagos,247758.33,22,1.86,Vegetables,474213.22,256347.86,661390.47,True,True,1450000.0,Asset Acquisition,26.34,6,81,3,Good,Good,Excellent,False,0,0.0,True,False,Integrated Pest Management,6,Low,8.92,True,Weekly,False,22.4,71.2,4.0,Fully Repaid
FARMER_1059,24,Male,14,OND/NCE,Widowed,12,Ekiti,128162.78,8,1.39,Cassava,211065.88,113011.99,448364.8,False,True,520000.0,Land Expansion,33.65,12,67,5,Good,N/A,Good,False,0,0.0,False,True,Modern Chemical,6,Low,9.6,True,Monthly,True,48.2,129.6,2.0,Fully Repaid
FARMER_1060,31,Female,3,Primary Incomplete,Married,13,Borno,0.0,15,3.13,Oil Palm,651909.63,410051.56,1071720.97,False,True,1420000.0,Asset Acquisition,16.28,24,64,4,Fair,Fair,Excellent,False,0,0.0,True,True,Organic,5,High,39.96,True,Daily,False,48.2,8.0,1.0,Defaulted
FARMER_1061,46,Male,12,Secondary Complete,Married,15,Niger,0.0,2,38.84,Cassava,4793238.86,2503694.23,9393647.53,False,True,310000.0,Input Loan,29.52,3,45,0,Excellent,Fair,Good,False,0,0.0,True,False,Integrated Pest Management,6,Medium,26.44,True,Weekly,True,51.1,30.2,5.0,Fully Repaid
FARMER_1062,58,Male,6,Primary Complete,Married,15,Kano,70830.27,23,6.1,Cassava,916132.22,401774.87,1271203.72,False,True,1530000.0,Land Expansion,33.82,18,25,5,Fair,Excellent,Fair,False,0,0.0,True,True,Traditional,6,Low,32.8,False,Never,False,16.2,121.4,0.0,Defaulted
FARMER_1063,23,Female,0,None,Divorced,12,Ekiti,0.0,7,9.39,Cassava,1634409.42,807804.25,4480167.36,False,True,1220000.0,Mechanization Loan,21.01,24,10,5,Poor,N/A,Good,False,0,0.0,True,True,Organic,5,High,36.67,True,Monthly,False,64.5,77.9,1.0,Partially Repaid
FARMER_1064,56,Male,14,OND/NCE,Married,15,Kwara,0.0,6,9.84,Cocoa,3122619.2,1971518.72,8953348.04,False,True,1190000.0,Input Loan,34.5,9,83,3,Good,Poor,Poor,False,0,0.0,False,False,None,4,High,12.01,True,Daily,False,46.9,97.6,2.0,Partially Repaid
FARMER_1065,32,Male,6,Primary Complete,Married,11,Taraba,277774.05,16,6.69,Millet,803671.54,321661.49,1821296.15,True,True,1410000.0,Mechanization Loan,23.17,3,71,1,Fair,Good,Poor,False,0,0.0,True,True,Modern Chemical,6,High,23.35,True,Weekly,True,53.3,9.0,4.0,Partially Repaid
FARMER_1066,23,Female,14,OND/NCE,Married,15,Kebbi,0.0,7,4.42,Aquaculture,2434622.51,1589519.76,2757588.99,True,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Fair,False,0,0.0,False,False,Organic,5,Medium,39.71,False,Never,False,44.9,0.0,,N/A
FARMER_1067,53,Male,12,Secondary Complete,Widowed,9,Enugu,182511.09,14,0.37,Poultry,137840.61,57066.85,202644.88,False,False,0.0,N/A,0.0,0,0,0,Good,Fair,Good,False,0,0.0,True,False,Integrated Pest Management,6,Medium,6.45,False,Never,False,26.9,0.0,,N/A
FARMER_1068,21,Female,12,Secondary Complete,Married,9,Imo,0.0,5,5.64,Oil Palm,1169351.56,503237.02,2654630.98,False,True,1840000.0,Asset Acquisition,13.19,9,78,1,Fair,Fair,Good,False,0,0.0,False,False,None,4,Low,5.0,False,Never,False,8.7,48.9,2.0,Defaulted
FARMER_1069,53,Female,6,Primary Complete,Married,15,Rivers,0.0,8,2.63,Maize,227926.37,113092.87,566969.53,False,False,0.0,N/A,0.0,0,0,0,Poor,Poor,Fair,False,0,0.0,False,True,Traditional,6,High,9.21,True,Rarely,False,2.6,0.0,,N/A
FARMER_1070,40,Male,12,Secondary Complete,Married,4,Kwara,0.0,24,2.24,Yam,425684.31,215405.51,994834.13,False,True,610000.0,Working Capital,22.88,6,43,5,Fair,Poor,Fair,False,0,0.0,False,True,None,4,Medium,34.92,True,Daily,False,66.4,137.3,1.0,Defaulted
FARMER_1071,51,Male,6,Primary Complete,Married,15,Katsina,41336.84,35,8.74,Poultry,2360981.29,1525067.56,2893624.51,False,False,0.0,N/A,0.0,0,0,0,Fair,Good,Fair,False,0,0.0,True,False,Traditional,4,Medium,19.32,False,Never,False,37.2,0.0,,N/A
FARMER_1072,18,Female,0,None,Married,13,Lagos,124227.31,2,4.75,Yam,646702.53,398320.9,2154575.52,False,False,0.0,N/A,0.0,0,0,0,Excellent,Fair,Good,False,0,0.0,False,False,Integrated Pest Management,5,Medium,11.51,True,Rarely,False,18.1,0.0,,N/A
FARMER_1073,30,Male,3,Primary Incomplete,Married,5,Borno,0.0,14,4.26,Oil Palm,906515.89,379785.13,1421265.51,False,False,0.0,N/A,0.0,0,0,0,Excellent,Good,Poor,False,0,0.0,True,False,Modern Chemical,6,Low,19.89,False,Never,False,19.6,0.0,,N/A
FARMER_1074,26,Male,6,Primary Complete,Married,3,Niger,0.0,10,3.25,Yam,710124.02,532821.24,1975802.39,False,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Poor,False,0,0.0,False,False,Traditional,4,Medium,25.82,True,Weekly,False,50.2,0.0,,N/A
FARMER_1075,35,Female,12,Secondary Complete,Married,14,Kebbi,0.0,19,1.15,Cocoa,318421.13,193934.47,466687.33,True,False,0.0,N/A,0.0,0,0,0,Fair,Good,Excellent,False,0,0.0,True,False,Modern Chemical,6,Medium,6.41,True,Weekly,True,43.0,0.0,,N/A
FARMER_1076,20,Male,0,None,Married,2,Katsina,296747.9,4,7.18,Poultry,2753954.28,1842183.09,5579597.5,False,False,0.0,N/A,0.0,0,0,0,Fair,Good,Fair,True,2,584762.74,False,False,Integrated Pest Management,5,Medium,26.88,False,Never,False,1.9,0.0,,N/A
FARMER_1077,64,Male,14,OND/NCE,Divorced,8,Akwa Ibom,185413.18,31,4.87,Goats/Sheep,1584497.92,1129787.53,4695940.33,False,True,1470000.0,Working Capital,24.39,24,88,3,Fair,Good,Good,False,0,0.0,False,False,Organic,4,Medium,29.02,False,Never,False,34.0,48.5,3.0,Fully Repaid
FARMER_1078,56,Male,6,Primary Complete,Married,5,Jigawa,0.0,18,9.92,Cocoa,1960178.35,894954.2,5357864.07,False,False,0.0,N/A,0.0,0,0,0,Good,Poor,Good,False,0,0.0,True,False,Traditional,6,Medium,23.59,False,Never,False,16.8,0.0,,N/A
FARMER_1079,44,Male,9,Secondary Incomplete,Single,5,Enugu,183206.26,2,4.59,Yam,603312.72,412748.07,1949813.13,True,True,170000.0,Mechanization Loan,21.22,24,11,4,Fair,Fair,Fair,True,4,475908.54,True,False,None,5,Medium,23.06,False,Never,False,55.8,29.9,5.0,Fully Repaid
FARMER_1080,61,Male,12,Secondary Complete,Single,11,Kogi,0.0,21,7.29,Oil Palm,1153893.56,608016.34,2906963.41,False,True,1350000.0,Asset Acquisition,16.45,3,34,3,Poor,Good,Excellent,False,0,0.0,True,False,None,4,Low,38.2,False,Never,False,42.6,70.1,2.0,Defaulted
FARMER_1081,19,Male,16,HND/BSc,Married,15,FCT,0.0,3,4.74,Poultry,2963887.81,2035953.73,7196265.78,False,True,260000.0,Bundled Services Loan,17.96,9,14,4,Excellent,Poor,Fair,False,0,0.0,True,False,Traditional,4,High,28.31,False,Never,False,4.0,135.2,4.0,Defaulted
FARMER_1082,54,Male,16,HND/BSc,Married,9,Bayelsa,0.0,27,2.82,Rice,576621.38,266722.01,993424.78,False,True,1380000.0,Asset Acquisition,25.22,6,13,5,Fair,Poor,Excellent,False,0,0.0,True,True,Modern Chemical,7,Low,22.34,True,Never,False,16.6,53.1,3.0,Partially Repaid
FARMER_1083,65,Female,6,Primary Complete,Married,15,Niger,131555.59,3,2.67,Aquaculture,1892637.13,1038202.62,5731856.04,False,True,120000.0,Bundled Services Loan,31.4,24,84,0,Poor,Good,Good,False,0,0.0,False,False,Modern Chemical,5,Low,30.46,True,Weekly,False,33.1,68.1,0.0,Defaulted
FARMER_1084,31,Female,6,Primary Complete,Married,6,Jigawa,0.0,15,20.22,Cocoa,5787157.28,4125597.88,12925213.39,False,False,0.0,N/A,0.0,0,0,0,Poor,N/A,Excellent,False,0,0.0,False,False,Organic,5,Low,28.02,True,Weekly,False,45.1,0.0,,N/A
FARMER_1085,19,Female,0,None,Married,7,Borno,0.0,3,0.39,Millet,31001.15,17047.14,105931.33,False,True,1550000.0,Input Loan,18.74,24,57,0,Poor,Fair,Excellent,True,5,2985.25,True,False,Integrated Pest Management,5,High,14.04,False,Never,False,46.8,93.4,4.0,Partially Repaid
